season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5806,2026夏アニメ,最強出涸らし皇子の暗躍帝位争い,False,OP,1,Script,BUDDiiS,https://www.youtube.com/watch?v=lWYRZq7TuHQ,55000,Asmik Ace,https://www.youtube.com/watch?v=lWYRZq7TuHQ,55000,Asmik Ace,2026-07-15T09:03:51
5806,2026夏アニメ,最強出涸らし皇子の暗躍帝位争い,False,ED,1,素敵なかんちがい,くらわん,https://www.youtube.com/watch?v=p0EPk1VMVKY,4050,くらわん【公式】,https://www.youtube.com/watch?v=r7Izfz0iyRw,10598,Asmik Ace,2026-07-15T09:04:01
5806,2026夏アニメ,才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様(生活能力皆無)を陰ながらお世話することになりました,False,OP,1,最最最高級のお世話して,angela,https://www.youtube.com/watch?v=nWwsthEoUnQ,78756,MBS animation 公式チャンネル,https://www.youtube.com/watch?v=nWwsthEoUnQ,78756,MBS animation 公式チャンネル,2026-07-14T09:02:30
5806,2026夏アニメ,才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様(生活能力皆無)を陰ながらお世話することになりました,False,ED,1,完璧じゃないわたし,前島亜美,https://www.youtube.com/watch?v=n7iidGIYvkw,20069,MBS animation 公式チャンネル,https://www.youtube.com/watch?v=n7iidGIYvkw,20069,MBS animation 公式チャンネル,2026-07-15T09:04:09
5806,2026夏アニメ,サイボーグ009 ネメシス,False,OP,1,誰がために,杏子,https://www.youtube.com/watch?v=wc1Npu2_IFs,30597,杏子,,,,2026-07-15T09:04:28
5806,2026夏アニメ,サイボーグ009 ネメシス,False,ED,1,クライマル,スキマスイッチ,,,,,,,
5806,2026夏アニメ,さよならララ,False,OP,1,さよならララ,いきものがかり,https://www.youtube.com/watch?v=GOfC_4qCa9c,149172,KADOKAWAanime,https://www.youtube.com/watch?v=-FVOUh7_obU,183340,KADOKAWAanime,2026-07-15T09:04:43
5806,2026夏アニメ,さよならララ,False,ED,1,Hearts Glow,Hana Hope,https://www.youtube.com/watch?v=H8BSBY59Dh0,1198,Hana Hope,,,,2026-07-13T09:01:34
5806,2026夏アニメ,サンダー３,False,OP,1,サンダーボルト,優里,https://www.youtube.com/watch?v=lH076ELEUZ4,186173,優里 Official YouTube Channel,https://www.youtube.com/watch?v=gnsGSDo0fTU,5497,【フジテレビ】アニメ公式チャンネル,2026-07-15T09:04:51
5806,2026夏アニメ,サンダー３,False,ED,1,しゅるれりら,音羽-otoha-,https://www.youtube.com/watch?v=2SXzmgP26bk,2681,【フジテレビ】アニメ公式チャンネル,https://www.youtube.com/watch?v=2SXzmgP26bk,2681,【フジテレビ】アニメ公式チャンネル,2026-07-10T09:02:29
5806,2026夏アニメ,スーパーの裏でヤニ吸うふたり,False,OP,1,イチジク煙,ずっと真夜中でいいのに。,https://www.youtube.com/watch?v=4LDQXYTfWjA,1835462,ずっと真夜中でいいのに。 ZUTOMAYO,https://www.youtube.com/watch?v=OUmtsSroxns,701400,Asmik Ace,2026-07-15T09:05:00
5806,2026夏アニメ,スーパーの裏でヤニ吸うふたり,False,ED,1,Fiction,imase,https://www.youtube.com/watch?v=7NgGbDb53M8,94074,imase,https://www.youtube.com/watch?v=rn0QtVBIo2o,43292,Asmik Ace,2026-07-15T09:05:10
5806,2026夏アニメ,捨てられ聖女の異世界ごはん旅 隠れスキルでキャンピングカーを召喚しました,False,OP,1,Butterfly,INUWASI,https://www.youtube.com/watch?v=sdOQK3KW2vI,52755,ハピネット【アニメ公式】,https://www.youtube.com/watch?v=sdOQK3KW2vI,52755,ハピネット【アニメ公式】,2026-07-15T09:05:18
5806,2026夏アニメ,捨てられ聖女の異世界ごはん旅 隠れスキルでキャンピングカーを召喚しました,False,ED,1,Holy Sweet Home,音感れもねゐど,https://www.youtube.com/watch?v=5EcanUJkPOY,6626,ハピネット【アニメ公式】,https://www.youtube.com/watch?v=5EcanUJkPOY,6626,ハピネット【アニメ公式】,2026-07-15T09:05:27
5806,2026夏アニメ,青春ブタ野郎はサンタクロースの夢を見ない,True,OP,1,スノウドロップ,Conton Candy,,,,,,,
5806,2026夏アニメ,青春ブタ野郎はサンタクロースの夢を見ない,True,ED,1,水平線は僕の古傷,広川卯月、赤城郁実、姫路紗良、霧島透子,,,,,,,
5806,2026夏アニメ,正反対な君と僕 第2期,False,OP,1,メガネを外して,乃紫,https://www.youtube.com/watch?v=XOKQluw_YLU,4194401,乃紫,https://www.youtube.com/watch?v=JIn6WqZ_Fs4,1897419,SHOCHIKU anime Channel,2026-07-15T09:05:37
5806,2026夏アニメ,正反対な君と僕 第2期,False,OP,2,猫じゃらし,7co,https://www.youtube.com/watch?v=kUe7LOCbjzQ,189469,SHOCHIKU anime Channel,https://www.youtube.com/watch?v=kUe7LOCbjzQ,189469,SHOCHIKU anime Channel,2026-07-15T09:05:46
5806,2026夏アニメ,正反対な君と僕 第2期,False,ED,1,ピュア feat. 橋本絵莉子,PAS TASTA,https://www.youtube.com/watch?v=A6aH9jPW8ZY,295285,SHOCHIKU anime Channel,https://www.youtube.com/watch?v=A6aH9jPW8ZY,295285,SHOCHIKU anime Channel,2026-07-15T09:05:55
5806,2026夏アニメ,正反対な君と僕 第2期,False,ED,2,運命の君,Mega Shinnosuke,https://www.youtube.com/watch?v=yeVq367DvIg,96982,Mega Shinnosuke,https://www.youtube.com/watch?v=A6aH9jPW8ZY,289860,SHOCHIKU anime Channel,2026-07-10T09:02:49
5806,2026夏アニメ,世界最強の後衛 ～迷宮国の新人探索者～,False,OP,1,license,Redhair Rosy,https://www.youtube.com/watch?v=RSfkFGTuPyo,14667,KING AMUSEMENT CREATIVE official channel,https://www.youtube.com/watch?v=RSfkFGTuPyo,14667,KING AMUSEMENT CREATIVE official channel,2026-07-14T09:02:46
5806,2026夏アニメ,世界最強の後衛 ～迷宮国の新人探索者～,False,ED,1,終わらない夜の守り方,インナージャーニー,https://www.youtube.com/watch?v=lrB8anaL9X4,5251,KING AMUSEMENT CREATIVE official channel,https://www.youtube.com/watch?v=lrB8anaL9X4,5251,KING AMUSEMENT CREATIVE official channel,2026-07-14T09:02:56
5806,2026夏アニメ,対ありでした。～お嬢さまは格闘ゲームなんてしない～,False,OP,1,命短し対する乙女よ,花冷え。,https://www.youtube.com/watch?v=0T9ekzDoW1k,86467,KADOKAWAanime,https://www.youtube.com/watch?v=0T9ekzDoW1k,86467,KADOKAWAanime,2026-07-15T09:06:04
