season_id,season_label,order,title,is_rerun,broadcast_format,broadcast_start,animation_studio,op_title,op_artist,ed_title,ed_artist,detail_url
5806,2026夏アニメ,1,アズールレーン びそくぜんしんっ！にっ！！,False,TVアニメ,2026年7月5日（日）～ TOKYO MX・BS11にて,studio CANDY BOX,,,,,https://www.animatetimes.com/tag/details.php?id=22684
5806,2026夏アニメ,2,あはれ！名作くん（新シリーズ）,False,TVアニメ,2026年7月5日（日）～ テレ東系列6局にて,,,,,,https://www.animatetimes.com/tag/details.php?id=28604
5806,2026夏アニメ,3,いびってこない義母と義姉,False,TVアニメ,2026年7月8日（水）～ tvkテレビ神奈川・テレ玉ほか,,雨宿りの憧憬,Lia,クレール,AVAM,https://www.animatetimes.com/tag/details.php?id=26511
5806,2026夏アニメ,4,岩元先輩ノ推薦,False,TVアニメ,2026年7月4日（土）～ TOKYO MX・サンテレビほか,スタジオディーン,BUDDING,THE JET BOY BANGERZ,ココニイル,WOLF HOWL HARMONY,https://www.animatetimes.com/tag/details.php?id=27436
5806,2026夏アニメ,5,うしろの正面カムイさん,False,TVアニメ,2026年7月3日（金）～ TOKYO MXほか,ゼロジー,成仏Come true,ORCALAND,SAY-BYE!!,KOTOKO,https://www.animatetimes.com/tag/details.php?id=27661
5806,2026夏アニメ,6,うちの弟どもがすみません,False,TVアニメ,2026年7月3日（金）～ TOKYO MX・BS11ほか,,アイコトバ,DISH//,Clover,汐れいら,https://www.animatetimes.com/tag/details.php?id=27207
5806,2026夏アニメ,7,ウルトラマンテオ,False,特撮,2026年7月4日（土）～ テレ東系6局ネットにて,,,,,,https://www.animatetimes.com/tag/details.php?id=28241
5806,2026夏アニメ,8,乙女怪獣キャラメリゼ,False,TVアニメ,2026年7月2日（木）～ TBS・BS11にて,ライデンフィルム,乙女怪獣,METANICK,オトメノホンキ,HoneyWorks feat.ハコニワリリィ,https://www.animatetimes.com/tag/details.php?id=27295
5806,2026夏アニメ,9,乙女ゲー世界はモブに厳しい世界です2,False,TVアニメ,2026年7月8日（水）～ AT-X・TOKYO MXほか,ENGI,人生エンドロール,Ando,あしたはあしたのけせらせら！,名称非公開,https://www.animatetimes.com/tag/details.php?id=19243
5806,2026夏アニメ,10,同じゼミの染谷さんがセクシー女優だった話。,False,TVアニメ,2026年7月5日（日）～ TOKYO MXほか,,,,,,https://www.animatetimes.com/tag/details.php?id=27886
5806,2026夏アニメ,11,鬼の花嫁,False,TVアニメ,2026年7月4日（土）～ TOKYO MX・BS11ほか,,ヒトコト,ClariS,心星,山崎育三郎,https://www.animatetimes.com/tag/details.php?id=26164
5806,2026夏アニメ,12,骸骨騎士様、只今異世界へお出掛け中Ⅱ,False,TVアニメ,2026年7月6日（月）～ AT-X・TOKYO MXほか,オーラスタジオ,浪漫街道、お散歩中,PelleK,奇跡は起きない,DIALOGUE+,https://www.animatetimes.com/tag/details.php?id=25337
5806,2026夏アニメ,13,角醒ハンター オメガホーン,False,特撮,2026年7月26日（日）～ テレビ朝日系24局にて,,,,,,https://www.animatetimes.com/tag/details.php?id=28605
5806,2026夏アニメ,14,片田舎のおっさん、剣聖になるII,False,TVアニメ,2026年7月8日（水）～ テレビ朝日系全国24局ネット・BS朝日ほか,YAMATOWORKS,クレナイノハ,ユニコーン,未完成,BLUE ENCOUNT,https://www.animatetimes.com/tag/details.php?id=26271
5806,2026夏アニメ,15,株式会社マジルミエ 第2期,False,TVアニメ,2026年7月4日（土）～ 日本テレビ系にて,J.C.STAFF,ラテマジック,syudou×八木勇征(FANTASTICS),BooooM!!!,宝鐘マリン,https://www.animatetimes.com/tag/details.php?id=25382
5806,2026夏アニメ,16,帰還者の魔法は特別です,True,TVアニメ,2023年10月7日（土）〜2023年12月23日（土） TOKYO MXほか 【再放送】 2026年7月2日（木）〜 フジテレビほか,アルボアニメーション,GET BACK,FLOW,6を撫でる,ももすももす,https://www.animatetimes.com/tag/details.php?id=20416
5806,2026夏アニメ,17,きみが死ぬまで恋をしたい,False,TVアニメ,2026年7月7日（火）～ TOKYO MX ほか,ROLL2,Amore,ReoNa,エテルネル,sajou no hana,https://www.animatetimes.com/tag/details.php?id=25598
5806,2026夏アニメ,18,君のことが大大大大大好きな100人の彼女 第3期,False,TVアニメ,2026年7月5日（日）〜 TOKYO MXほか,バイブリーアニメーションスタジオ,大好き♡ずっと永遠に♡,恋太郎ファミリー,,,https://www.animatetimes.com/tag/details.php?id=26982
5806,2026夏アニメ,19,「きみを愛する気はない」と言った次期公爵様がなぜか溺愛してきます,False,TVアニメ,2026年7月4日（土）～ テレビ朝日系列・BS朝日にて,,いつかちゃんと。,りりあ。,最終回,sorato,https://www.animatetimes.com/tag/details.php?id=27779
5806,2026夏アニメ,20,ぐらんぶる Season 3,False,TVアニメ,2026年7月6日（月）～ TOKYO MX・BS11・MBSにて,ゼロジー,夏子,FUNKY MONKEY BΛBY'S,裸のマーメード,豆柴の大群,https://www.animatetimes.com/tag/details.php?id=26833
5806,2026夏アニメ,21,クレバテスII-魔獣の王と偽りの勇者伝承-,False,TVアニメ,2026年7月8日（水）～ TOKYO MX ほか,Lay-duce,Foreshadow,前島麻由,Awake Anew,MYTH & ROID,https://www.animatetimes.com/tag/details.php?id=26812
5806,2026夏アニメ,22,グロウアップショウ ～ひまわりのサーカス団～,False,TVアニメ,2026年7月4日（土）～ TOKYO MX・BS11ほか,,ユラリユレル,NOMELON NOLEMON,DAYS!,Aooo,https://www.animatetimes.com/tag/details.php?id=26410
5806,2026夏アニメ,23,攻殻機動隊 THE GHOST IN THE SHELL,False,TVアニメ,2026年7月7日（火）～ カンテレ・フジテレビ系全国ネット“火アニバル!!”枠にて,サイエンスSARU,GO GHOST,King Gnu,Blue,"MILLENNIUM PARADE feat. Saya Gray, Daniel Caesar",https://www.animatetimes.com/tag/details.php?id=24096
5806,2026夏アニメ,24,コードギアス 奪還のロゼ TV放送,False,劇場版アニメ,第1幕：2024年5月10日（金） 第2幕：2024年6月7日（金） 第3幕：2024年7月5日（金） 最終幕 ：2024年8月2日（金） 【TV放送】 2026年7月10日（金）～ MBS／TBS系アニメイズム枠にて,,Running In My Head,MIYAVI,ロゼ (Prod.TeddyLoid),満島ひかり,https://www.animatetimes.com/tag/details.php?id=11462
5806,2026夏アニメ,25,ここは俺に任せて先に行けと言ってから10年がたったら伝説になっていた。,False,TVアニメ,2026年7月6日（月）～ TOKYO MXほか,月虹,それでも曇天を越えてゆく,sajou no hana,在り来たりな日常と幸運な日々へ,名称非公開,https://www.animatetimes.com/tag/details.php?id=26900
5806,2026夏アニメ,26,これ描いて死ね,False,TVアニメ,2026年7月3日（金）～ 日本テレビ系にて,シンエイ動画,遺書,キタニタツヤ,コニファー,リーガルリリー,https://www.animatetimes.com/tag/details.php?id=26928
5806,2026夏アニメ,27,最強出涸らし皇子の暗躍帝位争い,False,TVアニメ,2026年7月6日（月）～ TOKYO MX・BSフジにて,MAHO FILM,Script,BUDDiiS,素敵なかんちがい,くらわん,https://www.animatetimes.com/tag/details.php?id=28078
5806,2026夏アニメ,28,才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様(生活能力皆無)を陰ながらお世話することになりました,False,TVアニメ,2026年7月4日（土）〜 MBSほか,ブレインズ・ベース,最最最高級のお世話して,angela,完璧じゃないわたし,前島亜美,https://www.animatetimes.com/tag/details.php?id=27572
5806,2026夏アニメ,29,サイボーグ009 ネメシス,False,配信,2026年7月19日（日）～ ABEMAプレミアム・dアニメストア・U-NEXTほか,アレクト,誰がために,杏子,クライマル,スキマスイッチ,https://www.animatetimes.com/tag/details.php?id=26463
5806,2026夏アニメ,30,さよならララ,False,TVアニメ,2026年7月5日（日）〜 TOKYO MX・BS朝日ほか,キネマシトラス,さよならララ,いきものがかり,Hearts Glow,Hana Hope,https://www.animatetimes.com/tag/details.php?id=24070
5806,2026夏アニメ,31,サンダー３,False,TVアニメ,2026年7月8日（水）～ フジテレビ「+Ultra」にて,UNEND,サンダーボルト,優里,しゅるれりら,音羽-otoha-,https://www.animatetimes.com/tag/details.php?id=27611
5806,2026夏アニメ,32,スーパーの裏でヤニ吸うふたり,False,TVアニメ,2026年7月9日（木）～ TBS系にて,,イチジク煙,ずっと真夜中でいいのに。,Fiction,imase,https://www.animatetimes.com/tag/details.php?id=26460
5806,2026夏アニメ,33,捨てられ聖女の異世界ごはん旅 隠れスキルでキャンピングカーを召喚しました,False,TVアニメ,2026年7月6日（月）～ TOKYO MX・ＢＳ日テレほか,EMTスクエアード,Butterfly,INUWASI,Holy Sweet Home,音感れもねゐど,https://www.animatetimes.com/tag/details.php?id=27962
5806,2026夏アニメ,34,青春ブタ野郎はサンタクロースの夢を見ない,True,TVアニメ,2025年7月5日（土）～2025年9月27日（土） TOKYO MX・BS11ほか 【再放送】 2026年7月5日（日）〜 TOKYO MXほか,,スノウドロップ,Conton Candy,水平線は僕の古傷,広川卯月、赤城郁実、姫路紗良、霧島透子,https://www.animatetimes.com/tag/details.php?id=23173
5806,2026夏アニメ,35,正反対な君と僕 第2期,False,TVアニメ,第1期：2026年1月11日（日）〜2026年3月29日（日） 第2期：2026年7月5日（日）～ MBS・TBS系全国28局ネットにて,ラパントラック,メガネを外して,乃紫,ピュア feat. 橋本絵莉子,PAS TASTA,https://www.animatetimes.com/tag/details.php?id=25223
5806,2026夏アニメ,36,世界最強の後衛 ～迷宮国の新人探索者～,False,TVアニメ,2026年7月5日（日）〜 TOKYO MX・サンテレビ ほか,MAHO FILM,license,Redhair Rosy,終わらない夜の守り方,インナージャーニー,https://www.animatetimes.com/tag/details.php?id=26740
5806,2026夏アニメ,37,対ありでした。～お嬢さまは格闘ゲームなんてしない～,False,TVアニメ,2026年7月7日（火）～ AT-X・TOKYO MXほか,ディオメディア,命短し対する乙女よ,花冷え。,NEW GAME,halca,https://www.animatetimes.com/tag/details.php?id=11593
5806,2026夏アニメ,38,地球大好き！きっくん,False,TVアニメ,2026年7月1日（水）～ TOKYO MX「5時に夢中！」にて,勝鬨スタジオ,,,,,https://www.animatetimes.com/tag/details.php?id=28276
5806,2026夏アニメ,39,追放された転生重騎士はゲーム知識で無双する,False,TVアニメ,2026年7月2日（木）～ MBS /TBS系28局”スーパーアニメイズムTURBO”枠にて,GoHands,Awake,SPYAIR,Lv.1 職業：⼈間,ReoNa,https://www.animatetimes.com/tag/details.php?id=24783
5806,2026夏アニメ,40,鉄鍋のジャン！,False,TVアニメ,2026年7月5日（日）～ テレ東系列6局ネットにて,TROYCA,火宴,原因は自分にある。,泣いた悪魔,えむにみに,https://www.animatetimes.com/tag/details.php?id=27260
5806,2026夏アニメ,41,手札が多めのビクトリア,False,TVアニメ,2026年7月7日（火）～ テレ東系列にて,スタジオディーン,一進,ハク。,縁のつき,KI_EN,https://www.animatetimes.com/tag/details.php?id=26780
5806,2026夏アニメ,42,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,False,TVアニメ,2026年7月6日（月）～ TOKYO MX・BSフジほか,project No.9,夏に重ねて,DIALOGUE+,Tilt,harmoe,https://www.animatetimes.com/tag/details.php?id=23374
5806,2026夏アニメ,43,天は赤い河のほとり,False,TVアニメ,2026年7月7日（火）～ 日本テレビほか,タツノコプロ,暁の空,七海ひろき,Reunion,清水美依紗,https://www.animatetimes.com/tag/details.php?id=27687
